<SILENCE>	api_call indian rome two moderate
instead could it be in a expensive price range	i will modify your request is there anything else to change
instead could it be for four people	i will modify your request is there anything else to change
actually i would prefer with french cuisine	i will modify your request is there anything else to change
actually i would prefer in madrid	i will modify your request is there anything else to change
no	excellent sir please give me a moment to provide you with options
<SILENCE>	api_call french madrid four expensive
thank you	it was a pleasure to be of help to you sir
good morning	greetings sir what may i assist you with today
can you book a table in rome in a cheap price range with indian food for four people	excellent sir i will start the request now
<SILENCE>	excellent sir please give me a moment to provide you with options
<SILENCE>	api_call indian rome four cheap
instead could it be with french food	i will modify your request is there anything else to change
no	excellent sir please give me a moment to provide you with options
<SILENCE>	api_call french rome four cheap
thanks	it was a pleasure to be of help to you sir
hello	hello maam how can i help you
can you make a restaurant reservation in a moderate price range with spanish cuisine in rome for eight people	give me a second for processing the reservation
<SILENCE>	sure maam i'm finding some options for you
<SILENCE>	api_call spanish rome eight moderate
actually i would prefer in a expensive price range	great is there any other thing to modify
instead could it be with italian food	great is there any other thing to modify
instead could it be for two people	great is there any other thing to modify
no	sure maam i'm finding some options for you
<SILENCE>	api_call italian rome two expensive
thanks	you're welcome
good morning	hey dude what is up
may i have a table in a moderate price range with british food for two people in paris	i'm on your request
<SILENCE>	ok looking for options
<SILENCE>	api_call british paris two moderate
actually i would prefer with spanish food	cool anything else you want to update
instead could it be in bombay	cool anything else you want to update
no	ok looking for options
<SILENCE>	api_call spanish bombay two moderate
thank you	no problem
good morning	good day madam how could i assist you today
can you make a restaurant reservation for four in london in a moderate price range with british food	thank you madam i shall start the reservation now
